week_id,region,channel,drug_type,list_price,competitor_price,discount_rate,copay,ad_spend_k,rep_visits,units_sold,revenue,profit
7,Alberta,Email,Brand,213.17,205.69,0.116,19.17,35.09,5,157,29572.96,-16480.24
50,Quebec,Rep_Visit,Brand,221.33,200.15,0.35,26.12,18.32,4,286,41145.98,-22.97
51,Quebec,Email,Brand,228.28,205.22,0.174,23.33,14.29,0,163,30724.34,5311.77
9,Ontario,Email,Brand,183.54,170.74,0.189,32.17,14.77,4,300,44639.91,7323.8
47,Alberta,Rep_Visit,Generic,64.06,59.28,0.217,22.34,12.18,6,315,15804.1,-2353.44
9,Ontario,Rep_Visit,Brand,208.84,184.12,0.232,28.27,14.87,10,357,57282.4,11948.62
38,Alberta,Rep_Visit,Brand,277.37,262.88,0.178,28.35,31.75,12,181,41269.12,-6304.67
16,Alberta,Conference,Brand,160.45,156.24,0.038,18.92,38.3,1,201,31016.84,-20196.43
1,Quebec,Rep_Visit,Brand,209.87,201.51,0.058,24.12,13.76,17,275,54387.9,21812.23
21,Alberta,Rep_Visit,Brand,226.49,234.43,0.118,21.54,13.65,10,167,33346.75,7115.54
17,Ontario,Rep_Visit,Brand,211.4,206.68,0.149,47.3,11.29,9,307,55257.07,21337.35
45,Ontario,Rep_Visit,Generic,63.29,62.01,0.125,33.01,18.95,9,612,33903.28,4076.73
24,Quebec,Conference,Brand,216.26,192.6,0.007,15.9,18.26,3,219,47011.3,13560.35
43,Alberta,Rep_Visit,Generic,67.13,66.35,0.094,25.45,27.56,9,337,20496.56,-14761.15
32,Ontario,Rep_Visit,Generic,74.5,69.0,0.256,27.76,54.53,10,644,35709.63,-32271.85
8,Ontario,Rep_Visit,Brand,215.5,204.3,0.185,29.61,55.76,6,359,63016.92,-17032.51
38,Alberta,Email,Brand,229.7,229.03,0.005,30.05,6.36,1,152,34731.59,16404.77
19,Quebec,Digital_Ads,Brand,177.9,167.11,0.29,23.21,13.98,2,309,39036.75,2271.86
41,BC,Rep_Visit,Generic,58.78,55.24,0.173,31.59,54.21,8,446,21677.71,-41169.96
25,Ontario,Email,Generic,58.58,51.61,0.053,20.86,22.96,0,468,25961.6,-9308.23
26,BC,Rep_Visit,Brand,201.74,183.73,0.2,22.8,23.32,11,241,38870.37,-1471.64
13,BC,Rep_Visit,Brand,188.54,182.72,0.179,21.71,21.43,7,254,39328.43,-942.06
41,Quebec,Rep_Visit,Brand,227.7,226.5,0.034,26.55,10.47,8,221,48598.64,20370.5
6,BC,Digital_Ads,Brand,203.86,202.38,0.16,25.83,29.66,0,196,33564.62,-11182.23
2,Quebec,Email,Brand,187.29,202.59,0.273,27.84,51.49,1,322,43830.41,-33224.17
49,Quebec,Email,Brand,221.78,213.46,0.13,35.77,34.83,2,206,39762.96,-8788.23
8,BC,Rep_Visit,Brand,217.06,210.95,0.35,22.29,24.98,12,296,41762.56,-6829.15
11,Quebec,Conference,Brand,182.06,185.85,0.156,21.25,34.96,4,329,50526.98,-11452.47
5,Ontario,Email,Brand,211.54,207.82,0.12,36.95,23.79,5,264,49121.01,7524.41
48,Alberta,Email,Brand,264.13,269.69,0.338,37.52,10.65,6,189,33042.82,9483.18
31,Alberta,Conference,Generic,76.59,71.98,0.124,35.46,33.7,5,283,18982.37,-21896.86
43,Ontario,Rep_Visit,Generic,67.85,68.78,0.119,9.79,30.8,11,695,41563.64,-5395.97
47,Quebec,Email,Brand,235.62,217.66,0.034,23.34,28.07,1,156,35513.07,-3901.09
20,Ontario,Conference,Brand,212.88,212.84,0.195,24.51,36.65,3,345,59087.89,-2504.99
33,Ontario,Digital_Ads,Brand,206.86,188.69,0.152,31.29,41.79,3,300,52618.65,-12608.05
15,Ontario,Rep_Visit,Brand,227.61,235.43,0.145,37.63,24.75,7,291,56612.23,8642.37
3,BC,Email,Brand,209.61,210.83,0.063,17.93,7.25,1,145,28468.77,9442.31
42,Quebec,Email,Brand,228.31,208.0,0.048,14.68,36.36,2,174,37826.07,-10760.25
26,Ontario,Digital_Ads,Brand,222.88,208.73,0.079,19.12,10.28,4,220,45159.31,19114.61
8,Quebec,Email,Generic,53.09,52.78,0.023,23.83,14.52,4,425,22050.88,-828.53
3,BC,Rep_Visit,Generic,71.9,72.95,0.35,21.72,13.9,6,395,18461.29,-5271.28
17,Alberta,Digital_Ads,Brand,219.2,198.18,0.183,32.55,11.45,1,125,22395.21,2304.6
31,Quebec,Email,Brand,178.69,157.12,0.135,52.1,14.86,4,195,30142.16,-119.2
36,BC,Email,Brand,210.65,211.96,0.1,15.58,15.72,0,168,31836.03,2555.47
31,Quebec,Rep_Visit,Generic,77.93,80.25,0.35,16.26,13.57,10,521,26392.06,2559.36
20,Quebec,Email,Generic,62.49,59.23,0.177,20.1,19.75,4,381,19586.59,-10986.08
18,Ontario,Email,Brand,200.77,174.45,0.137,24.89,18.23,3,249,43166.42,6167.77
37,BC,Email,Brand,217.39,213.49,0.162,25.95,16.92,2,151,27517.6,-1206.78
50,Quebec,Conference,Brand,188.85,189.73,0.089,0.0,22.42,1,264,45408.8,3890.08
50,BC,Rep_Visit,Generic,66.59,62.22,0.225,16.91,9.7,10,364,18782.91,454.42
23,BC,Rep_Visit,Generic,53.73,46.7,0.134,21.34,26.66,5,387,18016.42,-17161.13
3,Quebec,Email,Generic,72.97,67.43,0.272,13.13,37.76,0,402,21345.4,-25780.44
36,Quebec,Digital_Ads,Brand,216.65,200.71,0.35,51.04,45.72,3,238,33515.48,-30787.29
44,Quebec,Rep_Visit,Generic,65.92,67.25,0.091,29.82,47.29,11,513,30736.44,-24860.52
18,Quebec,Digital_Ads,Brand,208.23,212.47,0.144,19.12,41.28,5,294,52393.01,-12164.75
10,Ontario,Email,Brand,219.82,206.86,0.275,32.8,14.17,3,285,45397.9,11998.87
42,Ontario,Rep_Visit,Brand,209.59,194.5,0.157,40.92,54.5,10,381,67342.26,-12467.53
36,Alberta,Rep_Visit,Brand,204.18,217.6,0.333,45.46,48.9,7,263,35827.13,-33995.31
31,Ontario,Rep_Visit,Generic,56.54,55.62,0.039,18.84,42.28,13,728,39574.31,-19548.37
45,BC,Conference,Brand,218.84,197.76,0.33,16.73,18.45,7,209,30650.9,-3250.51
40,Alberta,Rep_Visit,Generic,67.45,68.2,0.067,39.3,12.23,6,297,18682.38,-540.86
12,Quebec,Rep_Visit,Generic,71.71,68.14,0.142,35.3,75.29,10,550,33850.16,-55227.37
46,Ontario,Rep_Visit,Generic,58.21,55.4,0.35,33.04,54.94,9,748,28300.62,-40653.35
49,Ontario,Conference,Brand,234.15,227.08,0.3,36.51,22.11,3,319,52322.05,5836.29
27,Quebec,Rep_Visit,Generic,72.76,73.14,0.097,17.5,18.36,15,543,35661.23,6722.68
19,Ontario,Rep_Visit,Brand,206.93,202.37,0.319,28.41,31.65,14,437,61600.95,-5171.7
28,Ontario,Rep_Visit,Brand,218.74,201.07,0.268,25.75,26.01,11,352,56388.84,6127.56
21,Ontario,Rep_Visit,Brand,168.1,163.64,0.274,18.97,4.06,7,379,46269.81,14011.12
10,Quebec,Email,Brand,216.23,212.76,0.148,23.2,21.26,3,224,41281.91,3155.49
34,Ontario,Conference,Brand,180.41,171.72,0.35,26.87,5.05,5,327,38345.56,6138.99
7,BC,Rep_Visit,Brand,219.58,208.68,0.286,20.41,20.05,7,222,34785.41,-2147.13
12,Ontario,Digital_Ads,Brand,172.49,151.88,0.098,33.84,43.16,2,321,49961.09,-14033.92
17,Quebec,Email,Generic,74.33,69.0,0.226,34.74,40.43,2,382,21984.67,-28724.24
39,BC,Email,Generic,70.67,67.86,0.101,12.95,45.48,2,342,21726.08,-30772.24
44,Quebec,Digital_Ads,Brand,235.13,233.91,0.116,14.94,41.03,3,220,45739.4,-12262.42
39,BC,Email,Brand,209.25,212.92,0.184,27.59,33.97,1,212,36203.57,-15458.45
15,Quebec,Rep_Visit,Brand,221.35,201.15,0.125,14.93,6.72,11,267,51692.46,25650.3
13,Ontario,Digital_Ads,Brand,214.07,195.33,0.236,28.09,23.4,5,317,51826.66,4637.19
39,Ontario,Digital_Ads,Brand,214.18,242.2,0.35,13.87,35.83,4,415,57776.02,-10788.78
34,Alberta,Email,Brand,235.66,237.69,0.164,28.5,32.63,5,151,29741.11,-13179.53
11,Alberta,Email,Brand,215.6,202.19,0.35,22.94,21.96,4,206,28868.85,-7378.62
28,Alberta,Rep_Visit,Generic,57.24,54.28,0.088,16.87,27.33,6,352,18371.42,-16608.36
23,Quebec,Rep_Visit,Brand,203.77,199.89,0.08,15.94,10.01,5,217,40673.6,16708.88
16,Quebec,Email,Generic,64.09,60.75,0.215,31.58,36.45,3,473,23808.16,-20349.09
22,Ontario,Conference,Brand,207.08,212.87,0.29,34.13,16.21,5,353,51879.35,8678.39
35,Quebec,Digital_Ads,Generic,62.21,60.43,0.234,23.66,18.31,0,391,18639.4,-6124.77
17,Ontario,Email,Brand,209.84,188.57,0.178,32.64,6.78,6,252,43483.19,18740.49
28,Ontario,Rep_Visit,Brand,231.31,209.18,0.232,19.28,26.31,7,356,63212.69,8486.29
52,Alberta,Conference,Generic,62.43,61.46,0.123,27.57,29.48,2,277,15161.25,-20509.77
28,Quebec,Email,Brand,196.9,168.37,0.173,42.83,24.65,6,228,37139.13,-2197.98
12,BC,Email,Brand,211.33,187.82,0.297,17.41,8.07,3,180,26729.26,4252.76
25,Ontario,Conference,Brand,211.37,193.28,0.053,15.48,21.87,2,254,50840.21,10274.6
24,BC,Rep_Visit,Brand,176.63,176.74,0.094,32.54,23.95,5,208,33275.87,-8217.06
26,BC,Rep_Visit,Brand,178.38,185.34,0.165,39.56,16.51,5,266,39623.31,3364.2
44,Quebec,Conference,Generic,71.06,72.16,0.35,35.09,49.77,7,514,23742.62,-38016.52
45,BC,Rep_Visit,Brand,224.23,204.7,0.203,12.83,4.55,7,166,29677.96,11243.56
23,Ontario,Email,Brand,222.54,194.86,0.029,31.85,42.46,3,228,49292.77,-9334.16
22,Quebec,Email,Brand,206.89,182.34,0.056,9.95,7.72,3,183,35737.6,16149.23
11,Quebec,Conference,Brand,189.01,190.73,0.162,34.96,33.95,2,282,44682.3,-12009.8
7,Alberta,Email,Brand,211.72,207.38,0.018,22.95,11.59,4,132,27444.11,6106.86
19,Alberta,Digital_Ads,Brand,227.14,214.67,0.35,26.33,11.74,1,153,22589.54,-737.21
36,Ontario,Digital_Ads,Brand,206.25,208.15,0.35,24.14,21.64,3,335,44910.09,146.17
42,Alberta,Digital_Ads,Brand,235.28,214.19,0.335,5.09,5.19,0,145,22682.49,7512.58
51,Quebec,Email,Brand,224.99,219.29,0.022,11.73,6.58,1,161,35443.75,15885.55
15,Alberta,Rep_Visit,Generic,69.6,62.66,0.188,18.84,9.2,12,327,18476.26,3122.73
7,Quebec,Rep_Visit,Brand,239.34,221.13,0.194,26.19,29.56,8,274,52837.73,2411.98
51,Ontario,Rep_Visit,Brand,207.44,193.01,0.119,1.27,49.83,12,413,75483.25,-8061.04
23,Ontario,Rep_Visit,Generic,61.12,61.39,0.07,15.2,35.41,13,703,39958.13,-10658.48
21,Ontario,Rep_Visit,Brand,228.34,214.6,0.243,14.04,7.85,15,324,56033.88,25018.36
47,Ontario,Digital_Ads,Brand,199.79,195.34,0.029,25.93,32.99,4,290,56232.73,1227.41
1,Quebec,Rep_Visit,Brand,183.23,181.57,0.272,32.77,29.32,13,392,52284.24,-6681.05
2,Quebec,Rep_Visit,Generic,67.52,62.05,0.179,26.37,12.78,5,432,23960.59,2344.71
44,Ontario,Email,Generic,58.89,61.69,0.286,18.24,41.34,2,558,23446.63,-29866.53
28,Quebec,Rep_Visit,Generic,71.43,77.25,0.099,22.0,16.63,12,512,32963.56,5509.23
20,Ontario,Email,Brand,193.94,195.94,0.112,13.61,11.62,3,281,48379.22,16437.9
23,Quebec,Rep_Visit,Brand,210.28,205.35,0.138,20.36,55.39,11,305,55292.85,-20769.4
45,Ontario,Rep_Visit,Brand,207.1,185.95,0.126,27.49,20.68,14,336,60823.68,15524.39
2,BC,Rep_Visit,Brand,228.07,208.44,0.212,19.05,13.18,12,204,36663.97,7105.91
43,Ontario,Email,Generic,78.31,80.13,0.128,26.9,27.24,5,464,31704.75,-6237.45
52,BC,Rep_Visit,Brand,217.18,201.34,0.118,9.51,13.38,10,229,43851.71,12153.4
40,BC,Rep_Visit,Brand,214.6,186.27,0.293,31.62,26.56,13,263,39894.77,-8843.79
32,Ontario,Email,Brand,224.74,237.65,0.35,19.38,32.01,4,366,53466.2,-8374.23
24,BC,Rep_Visit,Generic,62.16,59.78,0.133,37.38,17.79,12,435,23438.29,-5590.92
34,Quebec,Rep_Visit,Brand,206.64,205.9,0.237,32.29,18.76,16,350,55159.33,10336.1
26,Alberta,Digital_Ads,Generic,68.72,69.43,0.025,38.56,29.17,2,264,17690.05,-16069.53
18,Quebec,Rep_Visit,Generic,77.4,77.67,0.2,23.07,13.7,12,501,31008.02,7845.83
30,Alberta,Rep_Visit,Generic,77.73,82.02,0.183,16.99,6.53,12,329,20890.42,5574.67
42,Quebec,Conference,Brand,199.91,191.77,0.269,35.29,18.59,7,297,43402.3,1215.76
9,Alberta,Digital_Ads,Generic,78.22,79.81,0.271,29.57,10.23,6,293,16706.3,-311.83
7,Ontario,Rep_Visit,Brand,202.97,192.08,0.085,27.0,27.96,4,307,57039.19,4307.28
27,Alberta,Email,Brand,241.32,241.77,0.079,27.09,44.21,2,170,37796.76,-17789.88
21,Quebec,Email,Generic,71.18,75.02,0.31,16.19,28.48,1,426,20928.23,-20509.69
8,Quebec,Digital_Ads,Brand,202.86,193.85,0.2,35.96,1.47,0,170,27579.22,14629.88
36,Quebec,Rep_Visit,Generic,76.28,73.72,0.085,15.68,5.33,10,388,27087.53,13003.69
28,BC,Digital_Ads,Brand,202.21,211.18,0.099,11.33,7.17,3,188,34240.67,13325.67
17,Ontario,Email,Brand,220.49,211.91,0.168,18.56,30.49,2,277,50821.86,-371.17
13,Ontario,Rep_Visit,Generic,51.7,46.89,0.174,14.77,26.57,11,682,29122.96,-14902.65
44,Alberta,Email,Brand,181.01,187.91,0.167,24.28,23.72,2,186,28032.25,-9484.64
37,Ontario,Rep_Visit,Brand,229.39,225.37,0.138,25.54,42.77,17,372,73560.84,1950.1
42,Alberta,Digital_Ads,Brand,228.46,212.83,0.092,32.25,4.38,4,121,25099.07,12434.03
4,BC,Email,Brand,200.67,199.09,0.273,24.21,36.54,0,183,26695.43,-22538.63
44,Ontario,Conference,Brand,222.47,218.83,0.129,55.33,5.46,2,212,41056.58,19336.14
20,Alberta,Digital_Ads,Brand,228.38,229.8,0.075,6.43,19.73,5,138,29141.14,-1686.04
52,Ontario,Conference,Generic,63.1,56.38,0.35,48.29,27.58,2,529,21697.7,-17642.68
15,Quebec,Rep_Visit,Brand,233.6,216.22,0.067,27.83,6.01,9,215,46860.01,25765.12
16,BC,Rep_Visit,Brand,221.66,222.72,0.291,14.38,7.37,7,244,38342.44,13677.48
25,Ontario,Email,Brand,196.47,178.97,0.074,16.31,24.77,3,256,46587.27,1010.09
18,BC,Conference,Generic,62.68,60.76,0.023,36.74,6.14,1,272,16662.32,4806.51
17,Quebec,Email,Brand,206.14,205.66,0.114,16.47,7.47,3,222,40554.96,17222.87
47,BC,Rep_Visit,Brand,202.02,208.39,0.35,36.79,9.49,13,256,33616.7,6543.02
26,Ontario,Conference,Brand,223.9,202.36,0.047,31.64,14.0,2,188,40115.98,11913.94
4,Quebec,Rep_Visit,Brand,227.92,216.03,0.248,43.35,17.83,7,254,43518.73,9398.63
28,Ontario,Email,Generic,53.21,52.1,0.053,6.45,20.9,0,478,24092.17,-6181.69
15,Alberta,Rep_Visit,Brand,183.22,177.06,0.029,22.96,15.47,9,177,31501.89,2770.02
46,Alberta,Email,Generic,68.46,72.17,0.263,34.64,46.67,3,315,15889.75,-37751.51
10,Ontario,Conference,Brand,225.03,210.22,0.251,18.85,8.38,2,265,44689.19,16707.27
3,Ontario,Rep_Visit,Brand,189.05,187.99,0.102,11.05,53.79,9,425,72173.28,-13740.91
22,Alberta,Conference,Brand,213.55,228.32,0.235,34.82,8.84,2,187,30553.73,8360.53
38,Quebec,Email,Brand,192.88,191.27,0.268,48.29,13.99,3,251,35440.79,2401.92
3,BC,Email,Generic,76.76,72.47,0.147,6.0,9.86,7,293,19195.86,2688.78
51,Ontario,Email,Brand,200.73,207.88,0.04,24.1,19.55,2,254,48963.42,12231.46
34,Quebec,Email,Brand,236.97,235.62,0.17,24.26,3.73,4,138,27130.27,12775.12
29,Alberta,Rep_Visit,Generic,77.62,74.77,0.086,0.0,11.76,10,337,23908.49,4262.74
20,Ontario,Rep_Visit,Generic,69.52,69.06,0.35,11.9,2.61,9,497,22457.76,8711.15
22,BC,Conference,Generic,71.28,66.52,0.323,32.47,67.89,5,416,20075.45,-55364.68
20,Alberta,Rep_Visit,Brand,214.64,213.25,0.075,32.82,55.58,11,228,45274.14,-29421.22
37,BC,Digital_Ads,Brand,197.86,192.14,0.175,26.55,37.08,5,207,33773.68,-19256.17
37,BC,Digital_Ads,Brand,220.43,214.57,0.096,25.98,4.7,4,141,28085.15,15259.93
42,Quebec,Email,Brand,219.19,217.73,0.35,46.48,21.62,4,273,38894.93,-3538.9
42,Alberta,Conference,Brand,184.41,169.35,0.321,24.51,7.18,1,173,21650.51,886.82
26,Alberta,Digital_Ads,Brand,217.14,212.96,0.202,32.21,32.96,2,156,27034.53,-17591.34
12,BC,Email,Generic,76.86,61.47,0.111,34.6,29.8,2,328,22405.32,-16864.47
5,Ontario,Digital_Ads,Brand,228.0,205.61,0.049,36.18,9.42,6,190,41194.55,18290.81
42,Ontario,Conference,Brand,194.8,180.33,0.26,31.15,21.42,6,307,44234.48,-2676.1
24,BC,Email,Generic,73.21,76.4,0.071,18.79,21.4,0,320,21771.91,-7829.49
15,Alberta,Digital_Ads,Brand,203.74,190.84,0.143,26.22,17.73,1,142,24779.39,-3880.51
1,Ontario,Rep_Visit,Generic,55.96,53.14,0.239,13.06,36.18,18,806,34344.88,-19830.64
28,Alberta,Conference,Brand,215.72,202.48,0.113,31.07,8.14,4,161,30801.74,10640.32
49,Ontario,Digital_Ads,Generic,71.19,71.14,0.142,29.49,36.34,2,526,32125.48,-13859.77
11,Alberta,Digital_Ads,Generic,76.85,76.91,0.35,13.85,10.43,3,293,14636.82,-2983.41
3,BC,Rep_Visit,Brand,194.43,180.83,0.084,8.3,12.38,15,245,43626.57,14325.61
44,BC,Digital_Ads,Brand,212.53,197.57,0.35,33.6,24.6,3,218,30115.25,-12694.54
5,Quebec,Rep_Visit,Generic,66.64,66.18,0.35,30.75,12.8,2,465,20141.15,-3443.75
20,Alberta,Rep_Visit,Brand,210.4,197.35,0.239,40.56,9.73,5,191,30597.33,6293.56
8,Quebec,Digital_Ads,Brand,221.57,217.35,0.255,33.57,32.2,3,251,41430.2,-7995.79
43,Ontario,Digital_Ads,Generic,61.97,57.62,0.308,18.13,13.85,3,496,21261.17,-2995.61
21,Ontario,Conference,Brand,194.44,197.49,0.133,29.89,12.65,2,283,47694.04,15494.33
4,Ontario,Email,Generic,72.93,66.46,0.158,15.87,54.63,3,545,33479.26,-32339.57
23,BC,Email,Generic,75.69,68.21,0.312,22.65,3.75,5,282,14683.64,3442.25
37,BC,Email,Generic,67.08,62.61,0.126,32.85,27.02,1,301,17646.94,-15501.64
1,Ontario,Email,Brand,186.22,192.51,0.093,30.44,30.58,3,320,54036.68,-2032.99
21,Quebec,Email,Brand,178.86,179.17,0.177,26.32,25.29,2,244,35936.64,-8330.98
15,Ontario,Rep_Visit,Brand,215.63,207.69,0.188,12.21,12.75,7,342,59868.76,20077.37
37,Quebec,Digital_Ads,Brand,189.21,168.96,0.026,3.9,50.46,3,235,43317.32,-21964.93
11,Ontario,Email,Brand,230.94,208.33,0.35,5.59,61.69,4,329,49386.09,-34816.38
4,Ontario,Rep_Visit,Generic,67.97,63.08,0.35,25.61,5.35,11,577,25490.56,7729.73
45,Quebec,Rep_Visit,Brand,174.02,182.05,0.35,29.11,34.06,11,431,48751.16,-18434.44
8,BC,Email,Generic,74.15,70.7,0.025,26.88,30.79,0,271,19593.74,-17050.83
24,Ontario,Rep_Visit,Brand,228.0,224.09,0.221,40.61,19.41,15,359,63768.2,18459.52
30,Alberta,Email,Brand,220.2,229.78,0.076,14.07,86.91,6,206,41907.02,-59860.78
42,Ontario,Rep_Visit,Brand,221.06,225.16,0.063,20.07,5.06,9,246,50971.81,27894.98
22,Quebec,Email,Generic,69.06,63.76,0.124,20.51,35.21,4,410,24804.9,-21553.34
48,Ontario,Rep_Visit,Brand,181.96,163.96,0.175,30.5,35.18,13,410,61548.61,-6080.57
37,Quebec,Rep_Visit,Generic,57.3,58.53,0.35,21.78,16.54,13,554,20632.14,-9246.95
16,BC,Email,Brand,248.47,243.91,0.35,36.34,19.41,5,187,30201.35,-2775.33
3,Ontario,Rep_Visit,Generic,51.1,48.19,0.214,0.0,27.22,10,693,27820.48,-11674.99
19,Alberta,Conference,Generic,64.4,67.26,0.265,22.91,32.6,2,309,14624.83,-24273.87
16,Quebec,Rep_Visit,Generic,49.78,50.67,0.022,36.81,21.59,8,512,24935.77,-8088.17
17,Alberta,Digital_Ads,Brand,199.06,193.34,0.028,12.35,33.97,3,144,27859.61,-16086.22
14,Ontario,Conference,Brand,214.39,202.74,0.297,26.47,24.27,7,346,52156.11,-714.14
49,BC,Conference,Brand,215.91,183.08,0.241,29.65,8.13,3,182,29823.35,7552.34
10,Ontario,Rep_Visit,Generic,66.97,67.91,0.039,22.54,20.25,10,602,38736.46,5481.57
17,Quebec,Digital_Ads,Brand,208.38,194.07,0.256,19.72,15.47,1,224,34731.32,1443.21
27,Alberta,Rep_Visit,Brand,187.3,189.37,0.142,37.07,28.03,11,224,36002.11,-10030.51
42,Ontario,Digital_Ads,Generic,54.46,50.32,0.181,14.79,35.72,6,551,24567.76,-23724.48
41,Quebec,Conference,Brand,232.87,218.82,0.231,37.34,37.21,5,220,39371.98,-15021.59
2,Ontario,Email,Generic,61.6,64.94,0.336,31.56,26.9,3,526,21499.38,-16913.97
5,Ontario,Email,Generic,63.1,62.08,0.261,26.64,44.31,2,528,24621.2,-32789.43
33,BC,Rep_Visit,Brand,194.05,198.21,0.096,20.69,8.06,8,169,29637.69,8304.62
14,Alberta,Rep_Visit,Brand,207.61,194.05,0.093,22.0,26.44,10,160,30142.82,-7888.37
28,Quebec,Conference,Generic,69.02,66.44,0.099,25.51,31.98,1,373,23208.38,-17649.16
40,Quebec,Conference,Generic,70.21,66.16,0.243,12.27,12.09,3,416,22120.18,259.97
45,Quebec,Rep_Visit,Brand,195.35,179.15,0.074,23.25,15.92,8,256,46326.36,13709.45
16,Alberta,Rep_Visit,Brand,204.15,201.91,0.251,35.54,12.33,8,203,31046.11,2012.35
23,Ontario,Digital_Ads,Generic,56.67,57.07,0.288,21.07,1.55,8,447,18045.26,5898.76
52,Quebec,Conference,Brand,217.63,196.19,0.17,25.99,11.94,6,206,37218.77,11560.19
31,Alberta,Conference,Brand,228.61,228.57,0.103,39.24,34.95,2,164,33617.92,-15681.34
16,Alberta,Rep_Visit,Brand,213.2,211.46,0.162,10.73,39.62,12,229,40894.64,-16502.84
43,Quebec,Digital_Ads,Brand,239.43,223.38,0.215,15.47,32.06,3,249,46794.9,-6351.54
11,Ontario,Conference,Generic,59.89,53.93,0.245,34.84,21.3,2,497,22476.72,-8790.02
2,Ontario,Conference,Brand,196.91,175.32,0.012,27.96,17.37,1,240,46687.46,10488.05
3,BC,Email,Generic,62.52,59.9,0.35,7.38,4.01,3,278,11297.31,610.95
24,Alberta,Digital_Ads,Generic,63.58,63.43,0.23,40.37,35.8,2,310,15186.75,-26884.38
12,BC,Digital_Ads,Generic,62.83,61.36,0.082,24.76,42.9,3,353,20368.47,-28906.34
5,Alberta,Conference,Brand,226.8,215.84,0.132,36.63,4.67,1,115,22640.9,10338.36
33,Quebec,Rep_Visit,Generic,78.29,72.83,0.035,34.64,35.42,8,474,35803.68,-8956.46
29,Alberta,Rep_Visit,Brand,222.3,218.46,0.06,18.58,47.3,11,218,45567.03,-18007.37
44,Quebec,Digital_Ads,Brand,205.56,198.41,0.244,35.26,8.37,4,233,36218.05,11998.58
33,BC,Conference,Brand,184.54,176.02,0.246,26.95,27.52,4,229,31856.05,-11187.0
22,BC,Rep_Visit,Brand,212.66,207.4,0.238,24.13,38.72,12,297,48148.95,-13512.91
34,Ontario,Rep_Visit,Brand,207.34,198.12,0.221,25.77,24.34,6,374,60398.49,8515.4
28,Alberta,Rep_Visit,Brand,203.82,213.31,0.112,30.26,27.82,10,225,40732.42,-3503.62
40,Quebec,Rep_Visit,Brand,254.26,225.69,0.092,30.12,20.65,8,176,40610.86,6487.96
45,Quebec,Digital_Ads,Generic,59.88,56.23,0.188,16.9,8.64,2,370,17983.26,1011.02
19,Quebec,Rep_Visit,Brand,224.99,209.78,0.271,37.62,40.07,8,335,54966.93,-9609.85
3,Alberta,Digital_Ads,Generic,62.44,65.1,0.35,24.43,24.53,4,306,12419.57,-19590.79
4,Quebec,Digital_Ads,Generic,44.55,42.29,0.35,34.92,28.23,6,523,15145.61,-24711.32
14,Alberta,Digital_Ads,Brand,205.68,198.87,0.174,11.51,48.41,3,168,28551.17,-32303.15
19,Ontario,Digital_Ads,Generic,65.67,56.75,0.2,18.2,39.73,2,534,28067.54,-21469.86
